customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,zone,signup_date,exit_date,deposit_target_cr,rm_headcount,baseline_avg_txns,recent_avg_txns,total_txn_amount,activity_decline_pct,complaint_count,last_complaint_date,has_creditcard,has_fixeddeposit,has_insurance,has_mutualfund,has_personalloan,has_savings,has_complained,age_band,balance_lakh,is_zero_balance
15788448,Watson,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,South,2022-04-21,,16,65,31.3,31.3,2877824.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.45,0
15729599,Lorenzo,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,South,2018-05-20,,16,65,28.8,28.0,1403086.0,2.8,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.77,0
15717426,Armstrong,850,France,Male,36,7,0.0,1,1,1,40812.9,0,West,2018-08-31,,30,120,29.0,28.3,2015816.0,2.4,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15585768,Cameron,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,North,2019-01-07,,22,70,34.6,36.0,2874705.0,-4.0,0,,0.0,0.0,1.0,0.0,0.0,1.0,0,41-50,0.7,0
15619360,Hsiao,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,South,2021-07-15,,16,65,11.1,13.0,950081.0,-17.1,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15738148,Clarke,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,West,2017-10-16,2025-01-29,30,120,3.0,0.0,74849.0,100.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,51-60,1.23,0
15687946,Osborne,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,West,2023-02-27,,30,120,27.2,26.3,2283137.0,3.3,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,60+,1.17,0
15755196,Lavine,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,West,2023-11-04,2025-03-05,30,120,10.2,0.0,379728.0,100.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.31,0
15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,South,2020-02-24,,16,65,18.0,17.0,1381315.0,5.6,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,60+,1.56,0
15754849,Tyler,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,North,2021-05-23,,22,70,28.7,29.7,1607521.0,-3.5,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,31-40,1.09,0
15602280,Martin,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,North,2016-11-22,2025-04-25,22,70,23.9,0.0,916456.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,18-30,1.12,0
15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,North,2016-12-17,2025-07-16,22,70,16.3,0.0,642971.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.38,0
15766205,Yin,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,North,2023-07-23,,22,70,32.5,33.7,2205730.0,-3.7,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.03,0
15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,North,2023-12-19,,22,70,6.6,6.0,390966.0,9.1,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,31-40,1.04,0
15616550,Chidiebele,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,North,2015-11-13,,22,70,4.8,3.7,421116.0,22.9,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,41-50,1.16,0
15768193,Trevisani,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,North,2020-06-28,,22,70,7.3,8.3,526281.0,-13.7,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,31-40,1.46,0
15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19,0,West,2020-01-13,,30,120,13.4,13.3,802800.0,0.7,1,2024-08-16,0.0,0.0,0.0,1.0,0.0,1.0,1,31-40,0.0,1
15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,North,2017-07-16,2025-06-14,22,70,9.7,0.0,745059.0,100.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.26,0
15569590,Yoo,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,North,2024-03-11,2025-01-15,22,70,6.3,0.0,252744.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,41-50,0.98,0
15760861,Phillipps,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,West,2024-02-01,,30,120,38.5,40.0,2941875.0,-3.9,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.25,0
15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,West,2020-03-07,,30,120,6.9,6.3,442697.0,8.7,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.28,0
15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,North,2025-05-16,,22,70,6.6,5.3,491454.0,19.7,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,18-30,0.76,0
15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,South,2021-07-24,2025-05-01,16,65,7.9,0.0,384088.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,60+,0.0,1
15804771,Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,West,2021-06-28,,30,120,32.4,33.3,2399933.0,-2.8,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,51-60,0.41,0
15651280,Hunter,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,North,2020-09-26,,22,70,6.0,6.3,507329.0,-5.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.37,0
15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,North,2016-07-05,,22,70,9.4,10.0,590050.0,-6.4,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,18-30,1.52,0
15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,South,2024-08-15,,16,65,15.4,15.3,1151871.0,0.6,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,31-40,0.56,0
15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,South,2017-10-04,,16,65,27.7,28.0,2256892.0,-1.1,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,51-60,0.79,0
15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,North,2021-01-04,,22,70,31.4,31.3,2514778.0,0.3,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,18-30,1.09,0
15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,North,2019-12-29,,22,70,29.3,30.3,2012114.0,-3.4,0,,1.0,0.0,0.0,1.0,0.0,1.0,0,31-40,1.7,0
15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,North,2024-11-26,,22,70,5.3,7.3,285252.0,-37.7,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.02,0
15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,North,2015-10-25,,22,70,20.4,19.7,1354509.0,3.4,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,41-50,1.23,0
15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,North,2020-01-14,,22,70,31.7,30.3,2190696.0,4.4,0,,0.0,1.0,0.0,0.0,0.0,1.0,0,31-40,1.51,0
15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,West,2017-04-25,,30,120,7.7,8.0,467571.0,-3.9,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,18-30,0.98,0
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,North,2023-02-14,2025-09-05,22,70,7.4,0.0,368071.0,100.0,2,2025-11-10,1.0,1.0,0.0,1.0,1.0,1.0,1,51-60,1.34,0
15620344,McKee,813,France,Male,29,6,0.0,1,1,0,33953.87,0,West,2019-10-21,,30,120,11.0,11.7,706293.0,-6.4,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,18-30,0.0,1
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,South,2025-04-12,,16,65,29.0,29.3,2470692.0,-1.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.64,0
15779052,Ballard,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,North,2020-08-20,,22,70,30.6,29.7,1993001.0,2.9,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,18-30,1.58,0
15770811,Wallace,519,France,Male,36,9,0.0,2,0,1,145562.4,0,West,2016-07-08,,30,120,30.2,30.0,2383025.0,0.7,0,,0.0,0.0,0.0,1.0,0.0,1.0,0,31-40,0.0,1
15780961,Cavenagh,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,West,2024-12-30,,30,120,8.3,9.3,579604.0,-12.0,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,18-30,1.79,0
15614049,Hu,664,France,Male,55,8,0.0,2,1,1,139161.64,0,West,2017-05-22,,30,120,32.0,30.0,2018902.0,6.3,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,51-60,0.0,1
15662085,Read,678,France,Female,32,9,0.0,1,1,1,148210.64,0,West,2016-03-06,,30,120,30.7,31.7,2058532.0,-3.3,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15575185,Bushell,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,South,2020-05-04,,16,65,24.8,24.3,2041357.0,2.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.77,0
15803136,Postle,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,North,2015-11-08,,22,70,8.1,10.7,474309.0,-32.1,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,41-50,1.22,0
15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,West,2024-06-20,,30,120,11.4,12.7,1185792.0,-11.4,0,,0.0,0.0,0.0,1.0,0.0,1.0,0,31-40,0.97,0
15663706,Leonard,777,France,Female,32,2,0.0,1,1,0,136458.19,1,West,2023-09-26,2025-03-31,30,120,5.2,0.0,167656.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15641732,Mills,543,France,Female,36,3,0.0,2,0,0,26019.59,0,West,2022-01-14,,30,120,11.5,9.3,672392.0,19.1,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,31-40,0.0,1
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,West,2021-02-14,,30,120,29.8,29.3,2338083.0,1.7,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.9,0
15738751,Beit,493,France,Female,46,4,0.0,2,1,0,1907.66,0,West,2021-10-26,,30,120,7.2,10.0,466251.0,-38.9,0,,1.0,1.0,0.0,0.0,0.0,1.0,0,41-50,0.0,1
15805254,Ndukaku,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,South,2015-07-01,,16,65,25.8,25.3,2296404.0,1.9,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,60+,0.0,1
15762418,Gant,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,South,2022-01-23,2025-11-18,16,65,7.3,2.5,407530.0,65.8,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,18-30,1.22,0
15625759,Rowley,729,France,Male,30,9,0.0,2,1,0,151869.35,0,West,2016-02-28,,30,120,8.7,4.7,657710.0,46.0,0,,1.0,1.0,0.0,0.0,0.0,1.0,0,18-30,0.0,1
15622897,Sharpe,646,France,Female,46,4,0.0,3,1,0,93251.42,1,West,2021-04-18,2025-07-03,30,120,6.3,0.0,414054.0,100.0,0,,1.0,0.0,1.0,0.0,1.0,1.0,0,41-50,0.0,1
15767954,Osborne,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,North,2022-05-13,,22,70,30.7,30.3,1941808.0,1.3,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,18-30,0.82,0
15757535,Heap,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,South,2020-12-17,2025-01-29,16,65,22.2,0.0,676541.0,100.0,3,2025-04-03,1.0,1.0,1.0,0.0,0.0,1.0,1,41-50,0.0,1
15731511,Ritchie,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,West,2018-04-07,,30,120,8.4,1.0,449597.0,88.1,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,41-50,1.19,0
15809248,Cole,524,France,Female,36,10,0.0,2,1,0,109614.57,0,West,2015-07-15,,30,120,5.3,6.3,330889.0,-18.9,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,31-40,0.0,1
15640635,Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0,West,2017-11-30,,30,120,23.7,23.0,1642289.0,3.0,0,,1.0,1.0,0.0,0.0,0.0,1.0,0,18-30,0.0,1
15676966,Capon,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,South,2021-10-04,,16,65,17.5,17.0,1314230.0,2.9,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,41-50,0.0,1
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,South,2015-06-20,,16,65,25.4,23.0,1313409.0,9.4,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.76,0
15738721,Graham,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,South,2016-04-12,,16,65,22.2,21.3,1758210.0,4.1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.03,0
15693683,Yuille,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,North,2017-07-01,,22,70,21.9,23.3,1289513.0,-6.4,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,18-30,0.97,0
15604348,Allard,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,South,2017-05-24,,16,65,8.0,9.3,558026.0,-16.3,0,,0.0,0.0,1.0,0.0,0.0,1.0,0,18-30,0.0,1
15633059,Fanucci,413,France,Male,34,9,0.0,2,0,0,6534.18,0,West,2016-02-19,,30,120,7.9,6.7,607544.0,15.2,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,31-40,0.0,1
15808582,Fu,665,France,Female,40,6,0.0,1,1,1,161848.03,0,West,2019-04-27,,30,120,35.8,35.3,2475779.0,1.4,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15743192,Hung,623,France,Female,44,6,0.0,2,0,0,167162.43,0,West,2019-08-24,,30,120,10.0,10.0,738471.0,0.0,0,,0.0,0.0,0.0,0.0,1.0,1.0,0,41-50,0.0,1
15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,West,2016-05-13,,30,120,7.3,9.0,508300.0,-23.3,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.83,0
15776605,Bradley,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,South,2018-05-29,,16,65,5.8,4.0,355738.0,31.0,0,,1.0,1.0,0.0,0.0,0.0,1.0,0,31-40,0.0,1
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,South,2024-11-22,2025-10-16,16,65,21.2,3.0,1853480.0,85.8,1,2025-05-14,1.0,0.0,0.0,0.0,0.0,1.0,1,60+,0.0,1
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,South,2021-12-11,2025-05-11,16,65,22.3,0.0,1381996.0,100.0,2,2025-06-25,1.0,0.0,0.0,0.0,1.0,1.0,1,41-50,1.07,0
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,North,2024-05-05,,22,70,22.3,22.7,1816966.0,-1.8,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.89,0
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,North,2023-08-13,,22,70,34.5,34.3,2283034.0,0.6,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.0,0
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,South,2020-05-28,,16,65,4.8,3.7,237681.0,22.9,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.5,0
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,North,2016-09-07,2025-09-21,22,70,8.2,0.0,482613.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,0.93,0
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,North,2022-10-11,,22,70,29.9,27.7,2277516.0,7.4,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,18-30,0.91,0
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,North,2018-11-09,,22,70,11.0,9.0,865226.0,18.2,0,,1.0,0.0,0.0,0.0,1.0,1.0,0,31-40,1.08,0
15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,West,2023-08-15,,30,120,5.4,4.7,468676.0,13.0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,41-50,1.0,0
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,South,2016-03-11,,16,65,39.9,42.0,2378341.0,-5.3,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.06,0
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,North,2016-08-09,2025-01-23,22,70,16.4,0.0,846236.0,100.0,0,,0.0,0.0,1.0,0.0,0.0,1.0,0,18-30,1.54,0
15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,North,2016-08-17,,22,70,26.3,25.7,1944828.0,2.3,0,,1.0,1.0,0.0,0.0,0.0,1.0,0,18-30,1.32,0
15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,North,2019-06-06,,22,70,8.2,7.0,651006.0,14.6,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.68,0
15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,West,2024-01-09,,30,120,10.1,8.7,620135.0,13.9,0,,1.0,0.0,1.0,0.0,0.0,1.0,0,41-50,0.0,1
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,North,2017-08-12,2025-09-01,22,70,7.3,0.0,527167.0,100.0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.08,0
15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,North,2021-05-31,,22,70,13.8,15.0,1025256.0,-8.7,2,2025-11-01,1.0,0.0,0.0,0.0,1.0,1.0,1,31-40,1.85,0
15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,West,2017-07-26,,30,120,12.5,14.7,819287.0,-17.6,0,,0.0,1.0,0.0,0.0,0.0,1.0,0,31-40,1.29,0
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,South,2019-05-27,,16,65,10.2,11.0,841204.0,-7.8,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,31-40,1.2,0
